obsnme,obsval,weight,obgnme,extra
trgw_0_26_6_20171231,34.056,0.0,trgw_0_26_6,
trgw_0_29_15_20151231,33.882,0.0,trgw_0_29_15,
trgw_0_29_15_20160131,34.034,0.0,trgw_0_29_15,
trgw_0_29_15_20160229,34.122,0.0,trgw_0_29_15,
trgw_0_29_15_20160331,34.135,0.0,trgw_0_29_15,
trgw_0_29_15_20160430,34.094,0.0,trgw_0_29_15,
trgw_0_29_15_20160531,34.022,0.0,trgw_0_29_15,
trgw_0_29_15_20160630,33.912,0.0,trgw_0_29_15,
trgw_0_29_15_20160731,33.803,0.0,trgw_0_29_15,
trgw_0_29_15_20160831,33.691,0.0,trgw_0_29_15,
trgw_0_29_15_20160930,33.638,0.0,trgw_0_29_15,
trgw_0_29_15_20161031,33.649,0.0,trgw_0_29_15,
trgw_0_29_15_20161130,33.708,0.0,trgw_0_29_15,
trgw_0_29_15_20161231,33.839,0.0,trgw_0_29_15,
trgw_0_29_15_20170131,33.913,0.0,trgw_0_29_15,
trgw_0_29_15_20170228,33.968,0.0,trgw_0_29_15,
trgw_0_29_15_20170331,33.995,0.0,trgw_0_29_15,
trgw_0_29_15_20170430,33.973,0.0,trgw_0_29_15,
trgw_0_29_15_20170531,33.916,0.0,trgw_0_29_15,
trgw_0_29_15_20170630,33.863,0.0,trgw_0_29_15,
trgw_0_29_15_20170731,33.8,0.0,trgw_0_29_15,
trgw_0_29_15_20170831,33.755,0.0,trgw_0_29_15,
trgw_0_29_15_20170930,33.717,0.0,trgw_0_29_15,
trgw_0_29_15_20171031,33.738,0.0,trgw_0_29_15,
trgw_0_29_15_20171130,33.816,0.0,trgw_0_29_15,
trgw_0_29_15_20171231,33.862,0.0,trgw_0_29_15,
trgw_0_2_15_20151231,34.197,0.0,trgw_0_2_15,
trgw_0_2_15_20160131,34.255,0.0,trgw_0_2_15,
trgw_0_2_15_20160229,34.301,0.0,trgw_0_2_15,
trgw_0_2_15_20160331,34.324,0.0,trgw_0_2_15,
trgw_0_2_15_20160430,34.325,0.0,trgw_0_2_15,
trgw_0_2_15_20160531,34.306,0.0,trgw_0_2_15,
trgw_0_2_15_20160630,34.267,0.0,trgw_0_2_15,
trgw_0_2_15_20160731,34.219,0.0,trgw_0_2_15,
trgw_0_2_15_20160831,34.175,0.0,trgw_0_2_15,
trgw_0_2_15_20160930,34.144,0.0,trgw_0_2_15,
trgw_0_2_15_20161031,34.132,0.0,trgw_0_2_15,
trgw_0_2_15_20161130,34.131,0.0,trgw_0_2_15,
trgw_0_2_15_20161231,34.167,0.0,trgw_0_2_15,
trgw_0_2_15_20170131,34.189,0.0,trgw_0_2_15,
trgw_0_2_15_20170228,34.212,0.0,trgw_0_2_15,
trgw_0_2_15_20170331,34.233,0.0,trgw_0_2_15,
trgw_0_2_15_20170430,34.24,0.0,trgw_0_2_15,
trgw_0_2_15_20170531,34.228,0.0,trgw_0_2_15,
trgw_0_2_15_20170630,34.211,0.0,trgw_0_2_15,
trgw_0_2_15_20170731,34.183,0.0,trgw_0_2_15,
trgw_0_2_15_20170831,34.158,0.0,trgw_0_2_15,
trgw_0_2_15_20170930,34.137,0.0,trgw_0_2_15,
trgw_0_2_15_20171031,34.128,0.0,trgw_0_2_15,
trgw_0_2_15_20171130,34.142,0.0,trgw_0_2_15,
trgw_0_2_15_20171231,34.152,0.0,trgw_0_2_15,
trgw_0_2_9_20151231,34.611,0.0,trgw_0_2_9,
trgw_0_2_9_20160131,34.806,0.0,trgw_0_2_9,
trgw_0_2_9_20160229,34.934,0.0,trgw_0_2_9,
trgw_0_2_9_20160331,34.975,0.0,trgw_0_2_9,
trgw_0_2_9_20160430,34.943,0.0,trgw_0_2_9,
trgw_0_2_9_20160531,34.863,0.0,trgw_0_2_9,
trgw_0_2_9_20160630,34.737,0.0,trgw_0_2_9,
trgw_0_2_9_20160731,34.601,0.0,trgw_0_2_9,
trgw_0_2_9_20160831,34.488,0.0,trgw_0_2_9,
trgw_0_2_9_20160930,34.419,0.0,trgw_0_2_9,
trgw_0_2_9_20161031,34.403,0.0,trgw_0_2_9,
trgw_0_2_9_20161130,34.419,0.0,trgw_0_2_9,
trgw_0_2_9_20161231,34.55,0.0,trgw_0_2_9,
trgw_0_2_9_20170131,34.609,0.0,trgw_0_2_9,
trgw_0_2_9_20170228,34.669,0.0,trgw_0_2_9,
trgw_0_2_9_20170331,34.713,0.0,trgw_0_2_9,
trgw_0_2_9_20170430,34.711,0.0,trgw_0_2_9,
trgw_0_2_9_20170531,34.652,0.0,trgw_0_2_9,
trgw_0_2_9_20170630,34.589,0.0,trgw_0_2_9,
trgw_0_2_9_20170731,34.5,0.0,trgw_0_2_9,
trgw_0_2_9_20170831,34.435,0.0,trgw_0_2_9,
trgw_0_2_9_20170930,34.386,0.0,trgw_0_2_9,
trgw_0_2_9_20171031,34.381,0.0,trgw_0_2_9,
trgw_0_2_9_20171130,34.449,0.0,trgw_0_2_9,
trgw_0_2_9_20171231,34.486,0.0,trgw_0_2_9,
trgw_0_33_7_20151231,33.995,0.0,trgw_0_33_7,
trgw_0_33_7_20160131,34.275,0.0,trgw_0_33_7,
trgw_0_33_7_20160229,34.424,0.0,trgw_0_33_7,
trgw_0_33_7_20160331,34.433,0.0,trgw_0_33_7,
trgw_0_33_7_20160430,34.36,0.0,trgw_0_33_7,
trgw_0_33_7_20160531,34.235,0.0,trgw_0_33_7,
trgw_0_33_7_20160630,34.06,0.0,trgw_0_33_7,
trgw_0_33_7_20160731,33.873,0.0,trgw_0_33_7,
trgw_0_33_7_20160831,33.681,0.0,trgw_0_33_7,
trgw_0_33_7_20160930,33.602,0.0,trgw_0_33_7,
trgw_0_33_7_20161031,33.617,0.0,trgw_0_33_7,
trgw_0_33_7_20161130,33.724,0.0,trgw_0_33_7,
trgw_0_33_7_20161231,33.954,0.0,trgw_0_33_7,
trgw_0_33_7_20170131,34.086,0.0,trgw_0_33_7,
trgw_0_33_7_20170228,34.176,0.0,trgw_0_33_7,
trgw_0_33_7_20170331,34.223,0.0,trgw_0_33_7,
trgw_0_33_7_20170430,34.184,0.0,trgw_0_33_7,
trgw_0_33_7_20170531,34.087,0.0,trgw_0_33_7,
trgw_0_33_7_20170630,33.983,0.0,trgw_0_33_7,
trgw_0_33_7_20170731,33.865,0.0,trgw_0_33_7,
trgw_0_33_7_20170831,33.797,0.0,trgw_0_33_7,
trgw_0_33_7_20170930,33.72,0.0,trgw_0_33_7,
trgw_0_33_7_20171031,33.788,0.0,trgw_0_33_7,
trgw_0_33_7_20171130,33.928,0.0,trgw_0_33_7,
trgw_0_33_7_20171231,34.006,0.0,trgw_0_33_7,
trgw_0_34_10_20151231,33.885,0.0,trgw_0_34_10,
trgw_0_34_10_20160131,34.096,0.0,trgw_0_34_10,
trgw_0_34_10_20160229,34.229,0.0,trgw_0_34_10,
trgw_0_34_10_20160331,34.249,0.0,trgw_0_34_10,
trgw_0_34_10_20160430,34.198,0.0,trgw_0_34_10,
trgw_0_34_10_20160531,34.094,0.0,trgw_0_34_10,
trgw_0_34_10_20160630,33.949,0.0,trgw_0_34_10,
trgw_0_34_10_20160731,33.773,0.0,trgw_0_34_10,
trgw_0_34_10_20160831,33.584,0.0,trgw_0_34_10,
trgw_0_34_10_20160930,33.525,0.0,trgw_0_34_10,
trgw_0_34_10_20161031,33.54,0.0,trgw_0_34_10,
trgw_0_34_10_20161130,33.644,0.0,trgw_0_34_10,
trgw_0_34_10_20161231,33.833,0.0,trgw_0_34_10,
trgw_0_34_10_20170131,33.944,0.0,trgw_0_34_10,
trgw_0_34_10_20170228,34.021,0.0,trgw_0_34_10,
trgw_0_34_10_20170331,34.055,0.0,trgw_0_34_10,
trgw_0_34_10_20170430,34.012,0.0,trgw_0_34_10,
trgw_0_34_10_20170531,33.924,0.0,trgw_0_34_10,
trgw_0_34_10_20170630,33.863,0.0,trgw_0_34_10,
trgw_0_34_10_20170731,33.778,0.0,trgw_0_34_10,
trgw_0_34_10_20170831,33.721,0.0,trgw_0_34_10,
trgw_0_34_10_20170930,33.65,0.0,trgw_0_34_10,
trgw_0_34_10_20171031,33.688,0.0,trgw_0_34_10,
trgw_0_34_10_20171130,33.813,0.0,trgw_0_34_10,
trgw_0_34_10_20171231,33.884,0.0,trgw_0_34_10,
trgw_0_3_8_20151231,34.646,0.0,trgw_0_3_8,
trgw_0_3_8_20160131,34.859,0.0,trgw_0_3_8,
trgw_0_3_8_20160229,34.993,0.0,trgw_0_3_8,
trgw_0_3_8_20160331,35.031,0.0,trgw_0_3_8,
trgw_0_3_8_20160430,34.994,0.0,trgw_0_3_8,
trgw_0_3_8_20160531,34.907,0.0,trgw_0_3_8,
trgw_0_3_8_20160630,34.771,0.0,trgw_0_3_8,
trgw_0_3_8_20160731,34.626,0.0,trgw_0_3_8,
trgw_0_3_8_20160831,34.51,0.0,trgw_0_3_8,
trgw_0_3_8_20160930,34.438,0.0,trgw_0_3_8,
trgw_0_3_8_20161031,34.425,0.0,trgw_0_3_8,
trgw_0_3_8_20161130,34.443,0.0,trgw_0_3_8,
trgw_0_3_8_20161231,34.587,0.0,trgw_0_3_8,
trgw_0_3_8_20170131,34.646,0.0,trgw_0_3_8,
trgw_0_3_8_20170228,34.709,0.0,trgw_0_3_8,
trgw_0_3_8_20170331,34.755,0.0,trgw_0_3_8,
trgw_0_3_8_20170430,34.75,0.0,trgw_0_3_8,
trgw_0_3_8_20170531,34.685,0.0,trgw_0_3_8,
trgw_0_3_8_20170630,34.617,0.0,trgw_0_3_8,
trgw_0_3_8_20170731,34.522,0.0,trgw_0_3_8,
trgw_0_3_8_20170831,34.454,0.0,trgw_0_3_8,
trgw_0_3_8_20170930,34.404,0.0,trgw_0_3_8,
trgw_0_3_8_20171031,34.401,0.0,trgw_0_3_8,
trgw_0_3_8_20171130,34.477,0.0,trgw_0_3_8,
trgw_0_3_8_20171231,34.515,0.0,trgw_0_3_8,
trgw_0_9_1_20151231,35.219,0.0,trgw_0_9_1,
trgw_0_9_1_20160131,35.489,0.0,trgw_0_9_1,
trgw_0_9_1_20160229,35.705,0.0,trgw_0_9_1,
trgw_0_9_1_20160331,35.8,0.0,trgw_0_9_1,
trgw_0_9_1_20160430,35.776,0.0,trgw_0_9_1,
trgw_0_9_1_20160531,35.668,0.0,trgw_0_9_1,
trgw_0_9_1_20160630,35.487,0.0,trgw_0_9_1,
trgw_0_9_1_20160731,35.267,0.0,trgw_0_9_1,
trgw_0_9_1_20160831,35.053,0.0,trgw_0_9_1,
trgw_0_9_1_20160930,34.9,0.0,trgw_0_9_1,
trgw_0_9_1_20161031,34.832,0.0,trgw_0_9_1,
trgw_0_9_1_20161130,34.834,0.0,trgw_0_9_1,
trgw_0_9_1_20161231,35.021,0.0,trgw_0_9_1,
trgw_0_9_1_20170131,35.134,0.0,trgw_0_9_1,
trgw_0_9_1_20170228,35.237,0.0,trgw_0_9_1,
trgw_0_9_1_20170331,35.319,0.0,trgw_0_9_1,
trgw_0_9_1_20170430,35.329,0.0,trgw_0_9_1,
trgw_0_9_1_20170531,35.245,0.0,trgw_0_9_1,
trgw_0_9_1_20170630,35.133,0.0,trgw_0_9_1,
trgw_0_9_1_20170731,34.979,0.0,trgw_0_9_1,
trgw_0_9_1_20170831,34.869,0.0,trgw_0_9_1,
trgw_0_9_1_20170930,34.785,0.0,trgw_0_9_1,
trgw_0_9_1_20171031,34.775,0.0,trgw_0_9_1,
trgw_0_9_1_20171130,34.877,0.0,trgw_0_9_1,
trgw_0_9_1_20171231,34.948,0.0,trgw_0_9_1,
trgw_2_13_10_20151231,34.12,0.0,trgw_2_13_10,
trgw_2_13_10_20160131,34.307,0.0,trgw_2_13_10,
trgw_2_13_10_20160229,34.422,0.0,trgw_2_13_10,
trgw_2_13_10_20160331,34.443,0.0,trgw_2_13_10,
trgw_2_13_10_20160430,34.389,0.0,trgw_2_13_10,
trgw_2_13_10_20160531,34.288,0.0,trgw_2_13_10,
trgw_2_13_10_20160630,34.136,0.0,trgw_2_13_10,
trgw_2_13_10_20160731,34.028,0.0,trgw_2_13_10,
trgw_2_13_10_20160831,33.974,0.0,trgw_2_13_10,
trgw_2_13_10_20160930,33.941,0.0,trgw_2_13_10,
trgw_2_13_10_20161031,33.958,0.0,trgw_2_13_10,
trgw_2_13_10_20161130,33.997,0.0,trgw_2_13_10,
trgw_2_13_10_20161231,34.124,0.0,trgw_2_13_10,
trgw_2_13_10_20170131,34.202,0.0,trgw_2_13_10,
trgw_2_13_10_20170228,34.261,0.0,trgw_2_13_10,
trgw_2_13_10_20170331,34.295,0.0,trgw_2_13_10,
trgw_2_13_10_20170430,34.269,0.0,trgw_2_13_10,
trgw_2_13_10_20170531,34.218,0.0,trgw_2_13_10,
trgw_2_13_10_20170630,34.167,0.0,trgw_2_13_10,
trgw_2_13_10_20170731,34.097,0.0,trgw_2_13_10,
trgw_2_13_10_20170831,34.017,0.0,trgw_2_13_10,
trgw_2_13_10_20170930,33.973,0.0,trgw_2_13_10,
trgw_2_13_10_20171031,33.978,0.0,trgw_2_13_10,
trgw_2_13_10_20171130,34.049,0.0,trgw_2_13_10,
trgw_2_13_10_20171231,34.106,0.0,trgw_2_13_10,
trgw_2_15_16_20151231,34.074,0.0,trgw_2_15_16,
trgw_2_15_16_20160131,34.26,0.0,trgw_2_15_16,
trgw_2_15_16_20160229,34.359,0.0,trgw_2_15_16,
trgw_2_15_16_20160331,34.368,0.0,trgw_2_15_16,
trgw_2_15_16_20160430,34.311,0.0,trgw_2_15_16,
trgw_2_15_16_20160531,34.214,0.0,trgw_2_15_16,
trgw_2_15_16_20160630,34.064,0.0,trgw_2_15_16,
trgw_2_15_16_20160731,33.973,0.0,trgw_2_15_16,
trgw_2_15_16_20160831,33.923,0.0,trgw_2_15_16,
trgw_2_15_16_20160930,33.894,0.0,trgw_2_15_16,
trgw_2_15_16_20161031,33.912,0.0,trgw_2_15_16,
trgw_2_15_16_20161130,33.953,0.0,trgw_2_15_16,
trgw_2_15_16_20161231,34.079,0.0,trgw_2_15_16,
trgw_2_15_16_20170131,34.15,0.0,trgw_2_15_16,
trgw_2_15_16_20170228,34.204,0.0,trgw_2_15_16,
trgw_2_15_16_20170331,34.231,0.0,trgw_2_15_16,
trgw_2_15_16_20170430,34.205,0.0,trgw_2_15_16,
trgw_2_15_16_20170531,34.157,0.0,trgw_2_15_16,
trgw_2_15_16_20170630,34.105,0.0,trgw_2_15_16,
trgw_2_15_16_20170731,34.036,0.0,trgw_2_15_16,
trgw_2_15_16_20170831,33.969,0.0,trgw_2_15_16,
trgw_2_15_16_20170930,33.937,0.0,trgw_2_15_16,
trgw_2_15_16_20171031,33.945,0.0,trgw_2_15_16,
trgw_2_15_16_20171130,34.015,0.0,trgw_2_15_16,
trgw_2_15_16_20171231,34.065,0.0,trgw_2_15_16,
trgw_2_21_10_20151231,34.058,0.0,trgw_2_21_10,
trgw_2_21_10_20160131,34.314,0.0,trgw_2_21_10,
trgw_2_21_10_20160229,34.427,0.0,trgw_2_21_10,
trgw_2_21_10_20160331,34.423,0.0,trgw_2_21_10,
trgw_2_21_10_20160430,34.341,0.0,trgw_2_21_10,
trgw_2_21_10_20160531,34.221,0.0,trgw_2_21_10,
trgw_2_21_10_20160630,34.013,0.0,trgw_2_21_10,
trgw_2_21_10_20160731,33.916,0.0,trgw_2_21_10,
trgw_2_21_10_20160831,33.817,0.0,trgw_2_21_10,
trgw_2_21_10_20160930,33.764,0.0,trgw_2_21_10,
trgw_2_21_10_20161031,33.789,0.0,trgw_2_21_10,
trgw_2_21_10_20161130,33.863,0.0,trgw_2_21_10,
trgw_2_21_10_20161231,34.047,0.0,trgw_2_21_10,
trgw_2_21_10_20170131,34.146,0.0,trgw_2_21_10,
trgw_2_21_10_20170228,34.212,0.0,trgw_2_21_10,
trgw_2_21_10_20170331,34.235,0.0,trgw_2_21_10,
trgw_2_21_10_20170430,34.192,0.0,trgw_2_21_10,
trgw_2_21_10_20170531,34.125,0.0,trgw_2_21_10,
trgw_2_21_10_20170630,34.043,0.0,trgw_2_21_10,
trgw_2_21_10_20170731,33.952,0.0,trgw_2_21_10,
trgw_2_21_10_20170831,33.889,0.0,trgw_2_21_10,
trgw_2_21_10_20170930,33.854,0.0,trgw_2_21_10,
trgw_2_21_10_20171031,33.897,0.0,trgw_2_21_10,
trgw_2_21_10_20171130,34.0,0.0,trgw_2_21_10,
trgw_2_21_10_20171231,34.055,0.0,trgw_2_21_10,
trgw_2_22_15_20151231,34.013,0.0,trgw_2_22_15,
trgw_2_22_15_20160131,34.227,0.0,trgw_2_22_15,
trgw_2_22_15_20160229,34.328,0.0,trgw_2_22_15,
trgw_2_22_15_20160331,34.329,0.0,trgw_2_22_15,
trgw_2_22_15_20160430,34.261,0.0,trgw_2_22_15,
trgw_2_22_15_20160531,34.157,0.0,trgw_2_22_15,
trgw_2_22_15_20160630,33.967,0.0,trgw_2_22_15,
trgw_2_22_15_20160731,33.895,0.0,trgw_2_22_15,
trgw_2_22_15_20160831,33.817,0.0,trgw_2_22_15,
trgw_2_22_15_20160930,33.77,0.0,trgw_2_22_15,
trgw_2_22_15_20161031,33.781,0.0,trgw_2_22_15,
trgw_2_22_15_20161130,33.84,0.0,trgw_2_22_15,
trgw_2_22_15_20161231,33.992,0.0,trgw_2_22_15,
trgw_2_22_15_20170131,34.082,0.0,trgw_2_22_15,
trgw_2_22_15_20170228,34.139,0.0,trgw_2_22_15,
trgw_2_22_15_20170331,34.159,0.0,trgw_2_22_15,
trgw_2_22_15_20170430,34.123,0.0,trgw_2_22_15,
trgw_2_22_15_20170531,34.072,0.0,trgw_2_22_15,
trgw_2_22_15_20170630,34.0,0.0,trgw_2_22_15,
trgw_2_22_15_20170731,33.923,0.0,trgw_2_22_15,
trgw_2_22_15_20170831,33.87,0.0,trgw_2_22_15,
trgw_2_22_15_20170930,33.844,0.0,trgw_2_22_15,
trgw_2_22_15_20171031,33.876,0.0,trgw_2_22_15,
trgw_2_22_15_20171130,33.959,0.0,trgw_2_22_15,
trgw_2_22_15_20171231,34.008,0.0,trgw_2_22_15,
trgw_2_24_4_20151231,34.176,0.0,trgw_2_24_4,
trgw_2_24_4_20160131,34.529,0.0,trgw_2_24_4,
trgw_2_24_4_20160229,34.696,0.0,trgw_2_24_4,
trgw_2_24_4_20160331,34.691,0.0,trgw_2_24_4,
trgw_2_24_4_20160430,34.59,0.0,trgw_2_24_4,
trgw_2_24_4_20160531,34.437,0.0,trgw_2_24_4,
trgw_2_24_4_20160630,34.224,0.0,trgw_2_24_4,
trgw_2_24_4_20160731,34.015,0.0,trgw_2_24_4,
trgw_2_24_4_20160831,33.806,0.0,trgw_2_24_4,
trgw_2_24_4_20160930,33.719,0.0,trgw_2_24_4,
trgw_2_24_4_20161031,33.749,0.0,trgw_2_24_4,
trgw_2_24_4_20161130,33.869,0.0,trgw_2_24_4,
trgw_2_24_4_20161231,34.147,0.0,trgw_2_24_4,
trgw_2_24_4_20170131,34.285,0.0,trgw_2_24_4,
trgw_2_24_4_20170228,34.382,0.0,trgw_2_24_4,
trgw_2_24_4_20170331,34.431,0.0,trgw_2_24_4,
trgw_2_24_4_20170430,34.382,0.0,trgw_2_24_4,
trgw_2_24_4_20170531,34.262,0.0,trgw_2_24_4,
trgw_2_24_4_20170630,34.136,0.0,trgw_2_24_4,
trgw_2_24_4_20170731,33.993,0.0,trgw_2_24_4,
trgw_2_24_4_20170831,33.915,0.0,trgw_2_24_4,
trgw_2_24_4_20170930,33.837,0.0,trgw_2_24_4,
trgw_2_24_4_20171031,33.921,0.0,trgw_2_24_4,
trgw_2_24_4_20171130,34.089,0.0,trgw_2_24_4,
trgw_2_24_4_20171231,34.171,0.0,trgw_2_24_4,
trgw_2_26_6_20151231,34.028,0.0,trgw_2_26_6,
trgw_2_26_6_20160131,34.352,0.0,trgw_2_26_6,
trgw_2_26_6_20160229,34.499,0.0,trgw_2_26_6,
trgw_2_26_6_20160331,34.493,0.0,trgw_2_26_6,
trgw_2_26_6_20160430,34.404,0.0,trgw_2_26_6,
trgw_2_26_6_20160531,34.266,0.0,trgw_2_26_6,
trgw_2_26_6_20160630,34.069,0.0,trgw_2_26_6,
trgw_2_26_6_20160731,33.877,0.0,trgw_2_26_6,
trgw_2_26_6_20160831,33.674,0.0,trgw_2_26_6,
trgw_2_26_6_20160930,33.598,0.0,trgw_2_26_6,
trgw_2_26_6_20161031,33.631,0.0,trgw_2_26_6,
trgw_2_26_6_20161130,33.758,0.0,trgw_2_26_6,
trgw_2_26_6_20161231,34.011,0.0,trgw_2_26_6,
trgw_2_26_6_20170131,34.15,0.0,trgw_2_26_6,
trgw_2_26_6_20170228,34.24,0.0,trgw_2_26_6,
trgw_2_26_6_20170331,34.285,0.0,trgw_2_26_6,
trgw_2_26_6_20170430,34.235,0.0,trgw_2_26_6,
trgw_2_26_6_20170531,34.131,0.0,trgw_2_26_6,
trgw_2_26_6_20170630,34.014,0.0,trgw_2_26_6,
trgw_2_26_6_20170731,33.886,0.0,trgw_2_26_6,
trgw_2_26_6_20170831,33.811,0.0,trgw_2_26_6,
trgw_2_26_6_20170930,33.73,0.0,trgw_2_26_6,
trgw_2_26_6_20171031,33.821,0.0,trgw_2_26_6,
trgw_2_26_6_20171130,33.973,0.0,trgw_2_26_6,
trgw_2_26_6_20171231,34.052,0.0,trgw_2_26_6,
trgw_2_29_15_20151231,33.898,0.0,trgw_2_29_15,
trgw_2_29_15_20160131,34.063,0.0,trgw_2_29_15,
trgw_2_29_15_20160229,34.159,0.0,trgw_2_29_15,
trgw_2_29_15_20160331,34.173,0.0,trgw_2_29_15,
trgw_2_29_15_20160430,34.128,0.0,trgw_2_29_15,
trgw_2_29_15_20160531,34.05,0.0,trgw_2_29_15,
trgw_2_29_15_20160630,33.931,0.0,trgw_2_29_15,
trgw_2_29_15_20160731,33.813,0.0,trgw_2_29_15,
trgw_2_29_15_20160831,33.691,0.0,trgw_2_29_15,
trgw_2_29_15_20160930,33.634,0.0,trgw_2_29_15,
trgw_2_29_15_20161031,33.647,0.0,trgw_2_29_15,
trgw_2_29_15_20161130,33.711,0.0,trgw_2_29_15,
trgw_2_29_15_20161231,33.853,0.0,trgw_2_29_15,
trgw_2_29_15_20170131,33.933,0.0,trgw_2_29_15,
trgw_2_29_15_20170228,33.992,0.0,trgw_2_29_15,
trgw_2_29_15_20170331,34.021,0.0,trgw_2_29_15,
trgw_2_29_15_20170430,33.997,0.0,trgw_2_29_15,
trgw_2_29_15_20170531,33.936,0.0,trgw_2_29_15,
trgw_2_29_15_20170630,33.879,0.0,trgw_2_29_15,
trgw_2_29_15_20170731,33.81,0.0,trgw_2_29_15,
trgw_2_29_15_20170831,33.761,0.0,trgw_2_29_15,
trgw_2_29_15_20170930,33.72,0.0,trgw_2_29_15,
trgw_2_29_15_20171031,33.744,0.0,trgw_2_29_15,
trgw_2_29_15_20171130,33.828,0.0,trgw_2_29_15,
trgw_2_29_15_20171231,33.877,0.0,trgw_2_29_15,
trgw_2_2_15_20151231,34.247,0.0,trgw_2_2_15,
trgw_2_2_15_20160131,34.316,0.0,trgw_2_2_15,
trgw_2_2_15_20160229,34.373,0.0,trgw_2_2_15,
trgw_2_2_15_20160331,34.405,0.0,trgw_2_2_15,
trgw_2_2_15_20160430,34.408,0.0,trgw_2_2_15,
trgw_2_2_15_20160531,34.386,0.0,trgw_2_2_15,
trgw_2_2_15_20160630,34.338,0.0,trgw_2_2_15,
trgw_2_2_15_20160731,34.278,0.0,trgw_2_2_15,
trgw_2_2_15_20160831,34.223,0.0,trgw_2_2_15,
trgw_2_2_15_20160930,34.184,0.0,trgw_2_2_15,
trgw_2_2_15_20161031,34.166,0.0,trgw_2_2_15,
trgw_2_2_15_20161130,34.163,0.0,trgw_2_2_15,
trgw_2_2_15_20161231,34.206,0.0,trgw_2_2_15,
trgw_2_2_15_20170131,34.234,0.0,trgw_2_2_15,
trgw_2_2_15_20170228,34.264,0.0,trgw_2_2_15,
trgw_2_2_15_20170331,34.291,0.0,trgw_2_2_15,
trgw_2_2_15_20170430,34.302,0.0,trgw_2_2_15,
trgw_2_2_15_20170531,34.289,0.0,trgw_2_2_15,
trgw_2_2_15_20170630,34.268,0.0,trgw_2_2_15,
trgw_2_2_15_20170731,34.234,0.0,trgw_2_2_15,
trgw_2_2_15_20170831,34.202,0.0,trgw_2_2_15,
trgw_2_2_15_20170930,34.174,0.0,trgw_2_2_15,
trgw_2_2_15_20171031,34.161,0.0,trgw_2_2_15,
trgw_2_2_15_20171130,34.176,0.0,trgw_2_2_15,
trgw_2_2_15_20171231,34.188,0.0,trgw_2_2_15,
trgw_2_2_9_20151231,34.608,0.0,trgw_2_2_9,
trgw_2_2_9_20160131,34.801,15.0,trgw_2_2_9,
trgw_2_2_9_20160229,34.929,15.0,trgw_2_2_9,
trgw_2_2_9_20160331,34.97,15.0,trgw_2_2_9,
trgw_2_2_9_20160430,34.939,15.0,trgw_2_2_9,
trgw_2_2_9_20160531,34.859,15.0,trgw_2_2_9,
trgw_2_2_9_20160630,34.734,15.0,trgw_2_2_9,
trgw_2_2_9_20160731,34.597,15.0,trgw_2_2_9,
trgw_2_2_9_20160831,34.486,15.0,trgw_2_2_9,
trgw_2_2_9_20160930,34.416,15.0,trgw_2_2_9,
trgw_2_2_9_20161031,34.401,15.0,trgw_2_2_9,
trgw_2_2_9_20161130,34.416,15.0,trgw_2_2_9,
trgw_2_2_9_20161231,34.547,15.0,trgw_2_2_9,
trgw_2_2_9_20170131,34.605,0.0,trgw_2_2_9,
trgw_2_2_9_20170228,34.665,0.0,trgw_2_2_9,
trgw_2_2_9_20170331,34.71,0.0,trgw_2_2_9,
trgw_2_2_9_20170430,34.707,0.0,trgw_2_2_9,
trgw_2_2_9_20170531,34.649,0.0,trgw_2_2_9,
trgw_2_2_9_20170630,34.586,0.0,trgw_2_2_9,
trgw_2_2_9_20170731,34.498,0.0,trgw_2_2_9,
trgw_2_2_9_20170831,34.433,0.0,trgw_2_2_9,
trgw_2_2_9_20170930,34.384,0.0,trgw_2_2_9,
trgw_2_2_9_20171031,34.379,0.0,trgw_2_2_9,
trgw_2_2_9_20171130,34.446,0.0,trgw_2_2_9,
trgw_2_2_9_20171231,34.483,0.0,trgw_2_2_9,
trgw_2_33_7_20151231,33.977,0.0,trgw_2_33_7,
trgw_2_33_7_20160131,34.252,15.0,trgw_2_33_7,
trgw_2_33_7_20160229,34.397,15.0,trgw_2_33_7,
trgw_2_33_7_20160331,34.405,15.0,trgw_2_33_7,
trgw_2_33_7_20160430,34.334,15.0,trgw_2_33_7,
trgw_2_33_7_20160531,34.212,15.0,trgw_2_33_7,
trgw_2_33_7_20160630,34.04,15.0,trgw_2_33_7,
trgw_2_33_7_20160731,33.857,15.0,trgw_2_33_7,
trgw_2_33_7_20160831,33.666,15.0,trgw_2_33_7,
trgw_2_33_7_20160930,33.591,15.0,trgw_2_33_7,
trgw_2_33_7_20161031,33.605,15.0,trgw_2_33_7,
trgw_2_33_7_20161130,33.713,15.0,trgw_2_33_7,
trgw_2_33_7_20161231,33.938,15.0,trgw_2_33_7,
trgw_2_33_7_20170131,34.07,0.0,trgw_2_33_7,
trgw_2_33_7_20170228,34.158,0.0,trgw_2_33_7,
trgw_2_33_7_20170331,34.204,0.0,trgw_2_33_7,
trgw_2_33_7_20170430,34.164,0.0,trgw_2_33_7,
trgw_2_33_7_20170531,34.07,0.0,trgw_2_33_7,
trgw_2_33_7_20170630,33.969,0.0,trgw_2_33_7,
trgw_2_33_7_20170731,33.853,0.0,trgw_2_33_7,
trgw_2_33_7_20170831,33.786,0.0,trgw_2_33_7,
trgw_2_33_7_20170930,33.707,0.0,trgw_2_33_7,
