pp_0000               1.2500000000E+02      9.8750000000E+03      1           1.0000000000E+00     
pp_0001               1.1250000000E+03      9.8750000000E+03      1           1.0000000000E+00     
pp_0002               2.1250000000E+03      9.8750000000E+03      1           1.0000000000E+00     
pp_0003               3.1250000000E+03      9.8750000000E+03      1           1.0000000000E+00     
pp_0004               4.1250000000E+03      9.8750000000E+03      1           1.0000000000E+00     
pp_0005               1.2500000000E+02      8.8750000000E+03      1           1.0000000000E+00     
pp_0006               1.1250000000E+03      8.8750000000E+03      1           1.0000000000E+00     
pp_0007               2.1250000000E+03      8.8750000000E+03      1           1.0000000000E+00     
pp_0008               3.1250000000E+03      8.8750000000E+03      1           1.0000000000E+00     
pp_0009               4.1250000000E+03      8.8750000000E+03      1           1.0000000000E+00     
pp_0010               1.2500000000E+02      7.8750000000E+03      1           1.0000000000E+00     
pp_0011               2.1250000000E+03      7.8750000000E+03      1           1.0000000000E+00     
pp_0012               3.1250000000E+03      7.8750000000E+03      1           1.0000000000E+00     
pp_0013               4.1250000000E+03      7.8750000000E+03      1           1.0000000000E+00     
pp_0014               1.2500000000E+02      6.8750000000E+03      1           1.0000000000E+00     
pp_0015               2.1250000000E+03      6.8750000000E+03      1           1.0000000000E+00     
pp_0016               3.1250000000E+03      6.8750000000E+03      1           1.0000000000E+00     
pp_0017               4.1250000000E+03      6.8750000000E+03      1           1.0000000000E+00     
pp_0018               1.2500000000E+02      5.8750000000E+03      1           1.0000000000E+00     
pp_0019               2.1250000000E+03      5.8750000000E+03      1           1.0000000000E+00     
pp_0020               3.1250000000E+03      5.8750000000E+03      1           1.0000000000E+00     
pp_0021               4.1250000000E+03      5.8750000000E+03      1           1.0000000000E+00     
pp_0022               1.2500000000E+02      4.8750000000E+03      1           1.0000000000E+00     
pp_0023               2.1250000000E+03      4.8750000000E+03      1           1.0000000000E+00     
pp_0024               3.1250000000E+03      4.8750000000E+03      1           1.0000000000E+00     
pp_0025               4.1250000000E+03      4.8750000000E+03      1           1.0000000000E+00     
pp_0026               1.2500000000E+02      3.8750000000E+03      1           1.0000000000E+00     
pp_0027               1.1250000000E+03      3.8750000000E+03      2           1.0000000000E+00     
pp_0028               2.1250000000E+03      3.8750000000E+03      2           1.0000000000E+00     
pp_0029               3.1250000000E+03      3.8750000000E+03      2           1.0000000000E+00     
pp_0030               4.1250000000E+03      3.8750000000E+03      1           1.0000000000E+00     
pp_0031               1.2500000000E+02      2.8750000000E+03      1           1.0000000000E+00     
pp_0032               1.1250000000E+03      2.8750000000E+03      1           1.0000000000E+00     
pp_0033               2.1250000000E+03      2.8750000000E+03      2           1.0000000000E+00     
pp_0034               3.1250000000E+03      2.8750000000E+03      2           1.0000000000E+00     
pp_0035               4.1250000000E+03      2.8750000000E+03      1           1.0000000000E+00     
pp_0036               1.1250000000E+03      1.8750000000E+03      1           1.0000000000E+00     
pp_0037               2.1250000000E+03      1.8750000000E+03      1           1.0000000000E+00     
pp_0038               3.1250000000E+03      1.8750000000E+03      1           1.0000000000E+00     
pp_0039               4.1250000000E+03      1.8750000000E+03      1           1.0000000000E+00     
pp_0040               1.1250000000E+03      8.7500000000E+02      1           1.0000000000E+00     
pp_0041               2.1250000000E+03      8.7500000000E+02      1           1.0000000000E+00     
pp_0042               3.1250000000E+03      8.7500000000E+02      1           1.0000000000E+00     
pp_0043               4.1250000000E+03      8.7500000000E+02      1           1.0000000000E+00
